college_code,college_name,course_code,course_name,category,rank,percentage,status,university,seat_type
1002,"Government College of Engineering, Amravati",721017210,Electronics and Telecommunication Engg,ORPHAN,7526,97.74,Government Aided,,Home University
1002,"Government College of Engineering, Amravati",121011210,Mechanical Engineering,GOPENS,44917,86.52,Government,,Other University
1002,"Government College of Engineering, Amravati",121011210,Mechanical Engineering,GOBCS,57259,82.82,Government,,Home University
1002,"Government College of Engineering, Amravati",121011210,Mechanical Engineering,GNT1S,74208,77.74,Government Autonomous,,State Level
1002,"Government College of Engineering, Amravati",121011210,Mechanical Engineering,LOPENH,64417,80.67,Government Autonomous,,Home University
1002,"Government College of Engineering, Amravati",121011210,Mechanical Engineering,DEFOPENS,78302,76.51,Government Autonomous,,Other University
1002,"Government College of Engineering, Amravati",121011210,Mechanical Engineering,TFWS,37256,88.82,Government Aided,,Other University
1002,"Government College of Engineering, Amravati",121011210,Mechanical Engineering,PWDOPENS,40396,87.88,Government Aided,,Other University
1002,"Government College of Engineering, Amravati",121011210,Mechanical Engineering,ORPHAN,39276,88.22,Government,,State Level
1002,"Government College of Engineering, Amravati",951019510,Artificial Intelligence and Data Science,GOPENS,5374,98.39,Government,,Other University
1002,"Government College of Engineering, Amravati",951019510,Artificial Intelligence and Data Science,GOBCS,54948,83.52,Government Aided,,Other University
1002,"Government College of Engineering, Amravati",951019510,Artificial Intelligence and Data Science,GNT1S,17515,94.75,Government,,Other University
1002,"Government College of Engineering, Amravati",951019510,Artificial Intelligence and Data Science,LOPENH,39279,88.22,Government,,Home University
1002,"Government College of Engineering, Amravati",951019510,Artificial Intelligence and Data Science,DEFOPENS,7666,97.7,Government Autonomous,,Home University
1002,"Government College of Engineering, Amravati",951019510,Artificial Intelligence and Data Science,TFWS,41392,87.58,Government Aided,,State Level
1002,"Government College of Engineering, Amravati",951019510,Artificial Intelligence and Data Science,PWDOPENS,33104,90.07,Government,,State Level
1002,"Government College of Engineering, Amravati",951019510,Artificial Intelligence and Data Science,ORPHAN,37171,88.85,Government Autonomous,,Other University
1002,"Government College of Engineering, Amravati",071010710,Chemical Engineering,GOPENS,40762,87.77,Government Aided,,State Level
1002,"Government College of Engineering, Amravati",071010710,Chemical Engineering,GOBCS,33031,90.09,Government Autonomous,,Home University
1002,"Government College of Engineering, Amravati",071010710,Chemical Engineering,GNT1S,46646,86.01,Government,,Other University
1002,"Government College of Engineering, Amravati",071010710,Chemical Engineering,LOPENH,26043,92.19,Government Autonomous,,Home University
1002,"Government College of Engineering, Amravati",071010710,Chemical Engineering,DEFOPENS,49779,85.07,Government,,Home University
1002,"Government College of Engineering, Amravati",071010710,Chemical Engineering,TFWS,12193,96.34,Government,,State Level
1002,"Government College of Engineering, Amravati",071010710,Chemical Engineering,PWDOPENS,10374,96.89,Government Aided,,Home University
1002,"Government College of Engineering, Amravati",071010710,Chemical Engineering,ORPHAN,27988,91.6,Government Aided,,Other University
1012,"Government College of Engineering, Yavatmal",100219110,Civil Engineering,GOPENS,22822,93.15,Government,,State Level
1012,"Government College of Engineering, Yavatmal",100219110,Civil Engineering,GOBCS,39197,88.24,Government Aided,,Other University
1012,"Government College of Engineering, Yavatmal",100219110,Civil Engineering,GNT1S,6083,98.18,Government,,Other University
1012,"Government College of Engineering, Yavatmal",100219110,Civil Engineering,LOPENH,34792,89.56,Government Aided,,Other University
1012,"Government College of Engineering, Yavatmal",100219110,Civil Engineering,DEFOPENS,52432,84.27,Government Aided,,Home University
1012,"Government College of Engineering, Yavatmal",100219110,Civil Engineering,TFWS,16632,95.01,Government Aided,,State Level
1012,"Government College of Engineering, Yavatmal",100219110,Civil Engineering,PWDOPENS,21188,93.64,Government Aided,,Home University
1012,"Government College of Engineering, Yavatmal",100219110,Civil Engineering,ORPHAN,64776,80.57,Government Autonomous,,Home University
1012,"Government College of Engineering, Yavatmal",421019210,Computer Science and Engineering,GOPENS,13593,95.92,Government,,Home University
1012,"Government College of Engineering, Yavatmal",421019210,Computer Science and Engineering,GOBCS,42516,87.25,Government Autonomous,,Home University
1012,"Government College of Engineering, Yavatmal",421019210,Computer Science and Engineering,GNT1S,37307,88.81,Government Autonomous,,Other University
1012,"Government College of Engineering, Yavatmal",421019210,Computer Science and Engineering,LOPENH,18809,94.36,Government,,Other University
1012,"Government College of Engineering, Yavatmal",421019210,Computer Science and Engineering,DEFOPENS,45516,86.35,Government Aided,,Other University
1012,"Government College of Engineering, Yavatmal",421019210,Computer Science and Engineering,TFWS,21059,93.68,Government Autonomous,,State Level
1012,"Government College of Engineering, Yavatmal",421019210,Computer Science and Engineering,PWDOPENS,15766,95.27,Government,,State Level
1012,"Government College of Engineering, Yavatmal",421019210,Computer Science and Engineering,ORPHAN,27477,91.76,Government,,Other University
1012,"Government College of Engineering, Yavatmal",461019610,Information Technology,GOPENS,27393,91.78,Government Autonomous,,Other University
1012,"Government College of Engineering, Yavatmal",461019610,Information Technology,GOBCS,11248,96.63,Government,,Home University
1012,"Government College of Engineering, Yavatmal",461019610,Information Technology,GNT1S,4372,98.69,Government Aided,,State Level
1012,"Government College of Engineering, Yavatmal",461019610,Information Technology,LOPENH,22125,93.36,Government Aided,,State Level
1012,"Government College of Engineering, Yavatmal",461019610,Information Technology,DEFOPENS,49406,85.18,Government,,Home University
1012,"Government College of Engineering, Yavatmal",461019610,Information Technology,TFWS,13975,95.81,Government,,Other University
1012,"Government College of Engineering, Yavatmal",461019610,Information Technology,PWDOPENS,19695,94.09,Government Autonomous,,State Level
1012,"Government College of Engineering, Yavatmal",461019610,Information Technology,ORPHAN,45528,86.34,Government,,Other University
1012,"Government College of Engineering, Yavatmal",931019310,Electrical Engineering,GOPENS,25912,92.23,Government,,State Level
1012,"Government College of Engineering, Yavatmal",931019310,Electrical Engineering,GOBCS,53679,83.9,Government Autonomous,,State Level
1012,"Government College of Engineering, Yavatmal",931019310,Electrical Engineering,GNT1S,32307,90.31,Government Aided,,Other University
1012,"Government College of Engineering, Yavatmal",931019310,Electrical Engineering,LOPENH,8472,97.46,Government Autonomous,,State Level
1012,"Government College of Engineering, Yavatmal",931019310,Electrical Engineering,DEFOPENS,11923,96.42,Government,,Other University
1012,"Government College of Engineering, Yavatmal",931019310,Electrical Engineering,TFWS,28657,91.4,Government Aided,,State Level
1012,"Government College of Engineering, Yavatmal",931019310,Electrical Engineering,PWDOPENS,40702,87.79,Government,,Home University
1012,"Government College of Engineering, Yavatmal",931019310,Electrical Engineering,ORPHAN,48100,85.57,Government Aided,,Home University
1012,"Government College of Engineering, Yavatmal",721017210,Electronics and Telecommunication Engg,GOPENS,14745,95.58,Government Autonomous,,State Level
1012,"Government College of Engineering, Yavatmal",721017210,Electronics and Telecommunication Engg,GOBCS,15216,95.44,Government Autonomous,,Other University
1012,"Government College of Engineering, Yavatmal",721017210,Electronics and Telecommunication Engg,GNT1S,30334,90.9,Government Aided,,State Level
1012,"Government College of Engineering, Yavatmal",721017210,Electronics and Telecommunication Engg,LOPENH,3536,98.94,Government,,State Level
1012,"Government College of Engineering, Yavatmal",721017210,Electronics and Telecommunication Engg,DEFOPENS,52899,84.13,Government Aided,,State Level
1012,"Government College of Engineering, Yavatmal",721017210,Electronics and Telecommunication Engg,TFWS,14296,95.71,Government Aided,,Other University
1012,"Government College of Engineering, Yavatmal",721017210,Electronics and Telecommunication Engg,PWDOPENS,59512,82.15,Government Aided,,State Level
1012,"Government College of Engineering, Yavatmal",721017210,Electronics and Telecommunication Engg,ORPHAN,14969,95.51,Government Autonomous,,State Level
1012,"Government College of Engineering, Yavatmal",121011210,Mechanical Engineering,GOPENS,37033,88.89,Government Autonomous,,Other University
1012,"Government College of Engineering, Yavatmal",121011210,Mechanical Engineering,GOBCS,28569,91.43,Government,,Home University
1012,"Government College of Engineering, Yavatmal",121011210,Mechanical Engineering,GNT1S,22296,93.31,Government,,Other University
1012,"Government College of Engineering, Yavatmal",121011210,Mechanical Engineering,LOPENH,55654,83.3,Government,,State Level
1012,"Government College of Engineering, Yavatmal",121011210,Mechanical Engineering,DEFOPENS,19551,94.13,Government Aided,,Home University
1012,"Government College of Engineering, Yavatmal",121011210,Mechanical Engineering,TFWS,4714,98.59,Government Autonomous,,State Level
1012,"Government College of Engineering, Yavatmal",121011210,Mechanical Engineering,PWDOPENS,32136,90.36,Government Autonomous,,Home University
1012,"Government College of Engineering, Yavatmal",121011210,Mechanical Engineering,ORPHAN,18900,94.33,Government,,Other University
1012,"Government College of Engineering, Yavatmal",951019510,Artificial Intelligence and Data Science,GOPENS,19837,94.05,Government,,Other University
1012,"Government College of Engineering, Yavatmal",951019510,Artificial Intelligence and Data Science,GOBCS,19382,94.19,Government Autonomous,,Other University
1012,"Government College of Engineering, Yavatmal",951019510,Artificial Intelligence and Data Science,GNT1S,36828,88.95,Government Autonomous,,Home University
1012,"Government College of Engineering, Yavatmal",951019510,Artificial Intelligence and Data Science,LOPENH,13042,96.09,Government Aided,,Home University
1012,"Government College of Engineering, Yavatmal",951019510,Artificial Intelligence and Data Science,DEFOPENS,69707,79.09,Government Aided,,State Level
1012,"Government College of Engineering, Yavatmal",951019510,Artificial Intelligence and Data Science,TFWS,3315,99.01,Government Aided,,State Level
1012,"Government College of Engineering, Yavatmal",951019510,Artificial Intelligence and Data Science,PWDOPENS,33292,90.01,Government Aided,,State Level
1012,"Government College of Engineering, Yavatmal",951019510,Artificial Intelligence and Data Science,ORPHAN,57304,82.81,Government Autonomous,,Home University
1012,"Government College of Engineering, Yavatmal",071010710,Chemical Engineering,GOPENS,30101,90.97,Government,,Other University
1012,"Government College of Engineering, Yavatmal",071010710,Chemical Engineering,GOBCS,14255,95.72,Government Aided,,Home University
1012,"Government College of Engineering, Yavatmal",071010710,Chemical Engineering,GNT1S,8167,97.55,Government Aided,,Home University
1012,"Government College of Engineering, Yavatmal",071010710,Chemical Engineering,LOPENH,17893,94.63,Government Aided,,State Level
1012,"Government College of Engineering, Yavatmal",071010710,Chemical Engineering,DEFOPENS,20187,93.94,Government Aided,,Home University
1012,"Government College of Engineering, Yavatmal",071010710,Chemical Engineering,TFWS,29020,91.29,Government Autonomous,,State Level
1012,"Government College of Engineering, Yavatmal",071010710,Chemical Engineering,PWDOPENS,31794,90.46,Government,,Other University
1012,"Government College of Engineering, Yavatmal",071010710,Chemical Engineering,ORPHAN,75626,77.31,Government,,Home University
2008,"Government College of Engineering, Aurangabad",100219110,Civil Engineering,GOPENS,43934,86.82,Government,,Home University
2008,"Government College of Engineering, Aurangabad",100219110,Civil Engineering,GOBCS,18910,94.33,Government Autonomous,,Home University
2008,"Government College of Engineering, Aurangabad",100219110,Civil Engineering,GNT1S,27945,91.62,Government Autonomous,,Other University
2008,"Government College of Engineering, Aurangabad",100219110,Civil Engineering,LOPENH,21582,93.53,Government Autonomous,,State Level
2008,"Government College of Engineering, Aurangabad",100219110,Civil Engineering,DEFOPENS,46796,85.96,Government Aided,,Other University
2008,"Government College of Engineering, Aurangabad",100219110,Civil Engineering,TFWS,47878,85.64,Government Autonomous,,State Level
2008,"Government College of Engineering, Aurangabad",100219110,Civil Engineering,PWDOPENS,76983,76.91,Government Autonomous,,Other University
2008,"Government College of Engineering, Aurangabad",100219110,Civil Engineering,ORPHAN,19930,94.02,Government Aided,,State Level
2008,"Government College of Engineering, Aurangabad",421019210,Computer Science and Engineering,GOPENS,19996,94.0,Government,,Other University
2008,"Government College of Engineering, Aurangabad",421019210,Computer Science and Engineering,GOBCS,22133,93.36,Government,,Other University
2008,"Government College of Engineering, Aurangabad",421019210,Computer Science and Engineering,GNT1S,27120,91.86,Government,,Home University
2008,"Government College of Engineering, Aurangabad",421019210,Computer Science and Engineering,LOPENH,33330,90.0,Government Autonomous,,Other University
2008,"Government College of Engineering, Aurangabad",421019210,Computer Science and Engineering,DEFOPENS,5253,98.42,Government Aided,,State Level
2008,"Government College of Engineering, Aurangabad",421019210,Computer Science and Engineering,TFWS,3316,99.01,Government Autonomous,,State Level
2008,"Government College of Engineering, Aurangabad",421019210,Computer Science and Engineering,PWDOPENS,54656,83.6,Government Aided,,State Level
2008,"Government College of Engineering, Aurangabad",421019210,Computer Science and Engineering,ORPHAN,30792,90.76,Government Aided,,State Level
2008,"Government College of Engineering, Aurangabad",461019610,Information Technology,GOPENS,21695,93.49,Government,,Other University
2008,"Government College of Engineering, Aurangabad",461019610,Information Technology,GOBCS,15145,95.46,Government Aided,,Other University
2008,"Government College of Engineering, Aurangabad",461019610,Information Technology,GNT1S,5150,98.45,Government Aided,,Other University
2008,"Government College of Engineering, Aurangabad",461019610,Information Technology,LOPENH,29108,91.27,Government Aided,,Home University
2008,"Government College of Engineering, Aurangabad",461019610,Information Technology,DEFOPENS,55844,83.25,Government Aided,,Home University
2008,"Government College of Engineering, Aurangabad",461019610,Information Technology,TFWS,16535,95.04,Government Aided,,Other University
2008,"Government College of Engineering, Aurangabad",461019610,Information Technology,PWDOPENS,16436,95.07,Government Aided,,Other University
2008,"Government College of Engineering, Aurangabad",461019610,Information Technology,ORPHAN,47316,85.81,Government,,State Level
2008,"Government College of Engineering, Aurangabad",931019310,Electrical Engineering,GOPENS,2160,99.35,Government Autonomous,,State Level
2008,"Government College of Engineering, Aurangabad",931019310,Electrical Engineering,GOBCS,7708,97.69,Government,,Home University
2008,"Government College of Engineering, Aurangabad",931019310,Electrical Engineering,GNT1S,7945,97.62,Government Autonomous,,State Level
2008,"Government College of Engineering, Aurangabad",931019310,Electrical Engineering,LOPENH,35517,89.34,Government Autonomous,,Other University
2008,"Government College of Engineering, Aurangabad",931019310,Electrical Engineering,DEFOPENS,54254,83.72,Government Aided,,Other University
2008,"Government College of Engineering, Aurangabad",931019310,Electrical Engineering,TFWS,29996,91.0,Government,,Other University
2008,"Government College of Engineering, Aurangabad",931019310,Electrical Engineering,PWDOPENS,8903,97.33,Government Autonomous,,State Level
2008,"Government College of Engineering, Aurangabad",931019310,Electrical Engineering,ORPHAN,41592,87.52,Government,,Other University
2008,"Government College of Engineering, Aurangabad",721017210,Electronics and Telecommunication Engg,GOPENS,6615,98.02,Government,,Home University
2008,"Government College of Engineering, Aurangabad",721017210,Electronics and Telecommunication Engg,GOBCS,8582,97.43,Government Autonomous,,Other University
2008,"Government College of Engineering, Aurangabad",721017210,Electronics and Telecommunication Engg,GNT1S,40972,87.71,Government Aided,,State Level
2008,"Government College of Engineering, Aurangabad",721017210,Electronics and Telecommunication Engg,LOPENH,52081,84.38,Government Autonomous,,Other University
2008,"Government College of Engineering, Aurangabad",721017210,Electronics and Telecommunication Engg,DEFOPENS,48240,85.53,Government Aided,,State Level
2008,"Government College of Engineering, Aurangabad",721017210,Electronics and Telecommunication Engg,TFWS,17600,94.72,Government,,Home University
2008,"Government College of Engineering, Aurangabad",721017210,Electronics and Telecommunication Engg,PWDOPENS,14600,95.62,Government,,State Level
2008,"Government College of Engineering, Aurangabad",721017210,Electronics and Telecommunication Engg,ORPHAN,63096,81.07,Government Aided,,Home University
2008,"Government College of Engineering, Aurangabad",121011210,Mechanical Engineering,GOPENS,17923,94.62,Government,,Home University
2008,"Government College of Engineering, Aurangabad",121011210,Mechanical Engineering,GOBCS,3449,98.97,Government Autonomous,,Home University
2008,"Government College of Engineering, Aurangabad",121011210,Mechanical Engineering,GNT1S,62533,81.24,Government Autonomous,,Home University
2008,"Government College of Engineering, Aurangabad",121011210,Mechanical Engineering,LOPENH,36152,89.15,Government Aided,,Home University
2008,"Government College of Engineering, Aurangabad",121011210,Mechanical Engineering,DEFOPENS,77275,76.82,Government Aided,,Other University
2008,"Government College of Engineering, Aurangabad",121011210,Mechanical Engineering,TFWS,13961,95.81,Government,,Home University
2008,"Government College of Engineering, Aurangabad",121011210,Mechanical Engineering,PWDOPENS,55628,83.31,Government Autonomous,,Other University
2008,"Government College of Engineering, Aurangabad",121011210,Mechanical Engineering,ORPHAN,38766,88.37,Government Autonomous,,Other University
2008,"Government College of Engineering, Aurangabad",951019510,Artificial Intelligence and Data Science,GOPENS,39512,88.15,Government Aided,,State Level
2008,"Government College of Engineering, Aurangabad",951019510,Artificial Intelligence and Data Science,GOBCS,27210,91.84,Government Aided,,State Level
2008,"Government College of Engineering, Aurangabad",951019510,Artificial Intelligence and Data Science,GNT1S,53593,83.92,Government Aided,,Home University
2008,"Government College of Engineering, Aurangabad",951019510,Artificial Intelligence and Data Science,LOPENH,13248,96.03,Government Autonomous,,Home University
2008,"Government College of Engineering, Aurangabad",951019510,Artificial Intelligence and Data Science,DEFOPENS,12335,96.3,Government,,Home University
2008,"Government College of Engineering, Aurangabad",951019510,Artificial Intelligence and Data Science,TFWS,2847,99.15,Government Autonomous,,State Level
2008,"Government College of Engineering, Aurangabad",951019510,Artificial Intelligence and Data Science,PWDOPENS,44460,86.66,Government Autonomous,,Home University
2008,"Government College of Engineering, Aurangabad",951019510,Artificial Intelligence and Data Science,ORPHAN,54815,83.56,Government,,State Level
2008,"Government College of Engineering, Aurangabad",071010710,Chemical Engineering,GOPENS,29989,91.0,Government Autonomous,,State Level
2008,"Government College of Engineering, Aurangabad",071010710,Chemical Engineering,GOBCS,36197,89.14,Government,,Other University
2008,"Government College of Engineering, Aurangabad",071010710,Chemical Engineering,GNT1S,47785,85.66,Government Aided,,State Level
2008,"Government College of Engineering, Aurangabad",071010710,Chemical Engineering,LOPENH,8153,97.55,Government Aided,,Other University
2008,"Government College of Engineering, Aurangabad",071010710,Chemical Engineering,DEFOPENS,79012,76.3,Government Autonomous,,Other University
2008,"Government College of Engineering, Aurangabad",071010710,Chemical Engineering,TFWS,7837,97.65,Government,,Home University
2008,"Government College of Engineering, Aurangabad",071010710,Chemical Engineering,PWDOPENS,44841,86.55,Government Autonomous,,State Level
2008,"Government College of Engineering, Aurangabad",071010710,Chemical Engineering,ORPHAN,56166,83.15,Government,,Other University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",100219110,Civil Engineering,GOPENS,6943,97.92,Private,,State Level
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",100219110,Civil Engineering,GOBCS,25960,92.21,Government,,State Level
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",100219110,Civil Engineering,GNT1S,25048,92.49,Government,,State Level
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",100219110,Civil Engineering,LOPENH,70565,78.83,Private,,Other University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",100219110,Civil Engineering,DEFOPENS,73057,78.08,Private,,State Level
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",100219110,Civil Engineering,TFWS,19423,94.17,Government,,Home University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",100219110,Civil Engineering,PWDOPENS,31841,90.45,Government,,State Level
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",100219110,Civil Engineering,ORPHAN,55473,83.36,Government Autonomous,,State Level
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",421019210,Computer Science and Engineering,GOPENS,24550,92.64,Government Aided,,Other University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",421019210,Computer Science and Engineering,GOBCS,48935,85.32,University Department,,State Level
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",421019210,Computer Science and Engineering,GNT1S,43908,86.83,Government Aided,,Home University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",421019210,Computer Science and Engineering,LOPENH,30772,90.77,Private,,Other University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",421019210,Computer Science and Engineering,DEFOPENS,63933,80.82,Government,,Other University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",421019210,Computer Science and Engineering,TFWS,40888,87.73,Government Autonomous,,Home University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",421019210,Computer Science and Engineering,PWDOPENS,39559,88.13,Private,,State Level
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",421019210,Computer Science and Engineering,ORPHAN,50180,84.95,Government Aided,,State Level
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",461019610,Information Technology,GOPENS,20948,93.72,Government Autonomous,,Other University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",461019610,Information Technology,GOBCS,49988,85.0,Government Aided,,Other University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",461019610,Information Technology,GNT1S,44712,86.59,Government Aided,,State Level
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",461019610,Information Technology,LOPENH,51195,84.64,Government Autonomous,,Home University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",461019610,Information Technology,DEFOPENS,28733,91.38,University Department,,Other University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",461019610,Information Technology,TFWS,29815,91.06,Government Autonomous,,State Level
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",461019610,Information Technology,PWDOPENS,58844,82.35,Government,,State Level
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",461019610,Information Technology,ORPHAN,46538,86.04,Government Aided,,State Level
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",931019310,Electrical Engineering,GOPENS,14477,95.66,Private,,Other University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",931019310,Electrical Engineering,GOBCS,26409,92.08,University Department,,Home University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",931019310,Electrical Engineering,GNT1S,25776,92.27,Government,,Home University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",931019310,Electrical Engineering,LOPENH,69359,79.19,Government,,Home University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",931019310,Electrical Engineering,DEFOPENS,59505,82.15,Government Aided,,State Level
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",931019310,Electrical Engineering,TFWS,54831,83.55,Private,,Other University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",931019310,Electrical Engineering,PWDOPENS,50144,84.96,University Department,,Home University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",931019310,Electrical Engineering,ORPHAN,75998,77.2,Government Autonomous,,Home University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",721017210,Electronics and Telecommunication Engg,GOPENS,18105,94.57,Private,,Home University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",721017210,Electronics and Telecommunication Engg,GOBCS,56240,83.13,Private,,Other University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",721017210,Electronics and Telecommunication Engg,GNT1S,25959,92.21,Government Autonomous,,Home University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",721017210,Electronics and Telecommunication Engg,LOPENH,7493,97.75,Government Autonomous,,Other University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",721017210,Electronics and Telecommunication Engg,DEFOPENS,17498,94.75,University Department,,State Level
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",721017210,Electronics and Telecommunication Engg,TFWS,11663,96.5,Government,,Home University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",721017210,Electronics and Telecommunication Engg,PWDOPENS,67530,79.74,Government,,State Level
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",721017210,Electronics and Telecommunication Engg,ORPHAN,5859,98.24,Private,,Other University
3012,"Veermata Jijabai Technological Institute(VJTI), Mumbai",121011210,Mechanical Engineering,GOPENS,38973,88.31,Government Aided,,Other University
